trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,SH.601398,7.570000171661377,7.690000057220459,7.550000190734863,7.639999866485596,391473536,2990857762.772644,qfq,yfinance,2026-03-31 22:52:30
2026-04-01,SH.601398,7.6,7.71,7.54,7.58,3308704,2520186947.0,qfq,akshare,2026-04-01 20:45:26
2026-04-03,SH.601398,7.62,7.64,7.48,7.5,2452990,1845798122.0,qfq,akshare,2026-04-03 21:50:34
