trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,SZ.300750,406.1199951171875,416.95001220703125,401.5799865722656,401.70001220703125,24925645,10012631900.768127,qfq,yfinance,2026-03-31 22:52:53
2026-04-01,SZ.300750,409.73,409.87,396.0,405.71,231701,9384266504.41,qfq,akshare,2026-04-01 20:45:26
2026-04-03,SZ.300750,400.0,400.8,385.13,386.46,247515,9640031385.12,qfq,akshare,2026-04-03 21:50:36
