trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,SH.601318,56.290000915527344,57.689998626708984,56.209999084472656,56.779998779296875,76411377,4338637892.784393,qfq,yfinance,2026-03-31 22:53:02
2026-04-01,SH.601318,57.58,58.29,57.54,58.18,684035,3964968442.0,qfq,akshare,2026-04-01 20:45:26
2026-04-03,SH.601318,57.58,57.77,57.24,57.25,343678,1975820960.0,qfq,akshare,2026-04-03 21:50:36
