trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,SH.601288,6.510000228881836,6.75,6.510000228881836,6.699999809265137,583642537,3910404886.5790205,qfq,yfinance,2026-03-31 22:52:34
2026-04-01,SH.601288,6.69,6.78,6.66,6.69,3316883,2229362172.0,qfq,akshare,2026-04-01 20:45:26
2026-04-03,SH.601288,6.93,6.93,6.78,6.84,3653287,2501643079.0,qfq,akshare,2026-04-03 21:50:34
