trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,SH.600941,93.4000015258789,94.48999786376953,93.20999908447266,93.79000091552734,8758634,821472290.8787689,qfq,yfinance,2026-03-31 22:52:44
2026-04-01,SH.600941,94.15,94.32,93.58,93.85,74843,702615044.0,qfq,akshare,2026-04-01 20:45:26
2026-04-03,SH.600941,93.29,93.49,92.69,93.02,70717,657608060.0,qfq,akshare,2026-04-03 21:50:35
