trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,US.NVDA,166.97000122070312,174.6199951171875,166.9600067138672,174.39999389648438,224747577,39195976057.04965,qfq,yfinance,2026-04-01 07:29:41
2026-04-01,US.NVDA,176.0,177.3699951171875,174.75999450683594,175.75,156552273,27514061979.75,qfq,yfinance,2026-04-02 08:23:59
2026-04-02,US.NVDA,172.17999267578125,177.49000549316406,171.3699951171875,177.38999938964844,142717600,25316674976.89209,qfq,yfinance,2026-04-03 22:26:26
