trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-04-02,US.JPM,291.9100036621094,295.6199951171875,288.7200012207031,294.6000061035156,6669300,1964775820.7061768,qfq,yfinance,2026-04-06 11:06:17
