trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.01299,84.75,85.85,83.5,84.85,25603449,2166734123.0,qfq,futu,2026-03-31 22:53:05
2026-04-01,HK.01299,87.8,88.6,87.25,87.5,31740741,2777941533.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.01299,87.5,87.7,85.3,86.15,18188932,1572568626.0,qfq,futu,2026-04-03 22:26:24
