trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.00005,124.8,125.8,123.3,125.8,13897520,1732201498.0,qfq,futu,2026-03-31 22:53:03
2026-04-01,HK.00005,129.2,131.1,128.5,130.3,25202839,3271968533.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.00005,131.3,131.3,128.1,130.0,17411159,2252328888.0,qfq,futu,2026-04-03 22:26:24
