trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.03968,49.26,49.76,49.1,49.28,16824715,830413330.0,qfq,futu,2026-03-31 22:53:03
2026-04-01,HK.03968,49.7,49.86,49.0,49.12,19657880,970092566.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.03968,49.0,49.7,48.92,49.7,13021818,643769599.0,qfq,futu,2026-04-03 22:26:24
