trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.03988,4.89,4.97,4.88,4.97,431422658,2131693047.0,qfq,futu,2026-03-31 22:53:04
2026-04-01,HK.03988,5.0,5.02,4.96,5.01,343698026,1717644288.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.03988,5.0,5.06,4.98,5.06,345126457,1736767958.0,qfq,futu,2026-04-03 22:26:24
