trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.01398,6.74,6.86,6.73,6.86,319361070,2174443408.0,qfq,futu,2026-03-31 22:53:05
2026-04-01,HK.01398,6.93,6.96,6.85,6.88,277117681,1911746547.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.01398,6.88,6.96,6.84,6.96,135548225,937489967.0,qfq,futu,2026-04-03 22:26:24
