trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.00700,484.4,492.0,480.0,484.0,25801397,12507937762.0,qfq,futu,2026-03-31 22:53:03
2026-04-01,HK.00700,504.0,504.0,493.0,496.6,21275055,10596437231.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.00700,496.0,496.0,485.0,489.2,17030828,8323962107.0,qfq,futu,2026-04-03 22:26:24
