trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.00941,78.35,79.7,78.0,79.15,23721706,1873380752.0,qfq,futu,2026-03-31 22:53:04
2026-04-01,HK.00941,79.7,80.5,79.55,79.8,21941581,1757938650.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.00941,79.3,80.15,79.3,80.05,11569319,923042437.0,qfq,futu,2026-04-03 22:26:24
