trade_date,stock_code,open,high,low,close,volume,amount,adj_type,source,fetch_time
2026-03-31,HK.00939,8.27,8.39,8.24,8.39,356073108,2966227855.0,qfq,futu,2026-03-31 22:53:03
2026-04-01,HK.00939,8.5,8.53,8.37,8.41,274475215,2315218137.0,qfq,futu,2026-04-01 20:45:27
2026-04-02,HK.00939,8.41,8.46,8.37,8.45,180305376,1517959227.0,qfq,futu,2026-04-03 22:26:24
